Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Targeted layer	Cre	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
1088	20190717_sample_2	20190717_slice_2	2019-07-17	Sample 2	mouse_VDSTA	2019-04-10	98	6	SST+	8960	Sst	Sst Th_3	0.95	Sst Th_3 (94.6%), Sst Th_1 (3.4%)	Sst Nts (99.0%)	2015	277.75	Fede	40	1350.9	491.8	569.7	1572.372		
1089	20190717_sample_3	20190717_slice_3	2019-07-17	Sample 3	mouse_VDSTA	2019-04-10	98	5	SST+	8368	Sst	Sst Crhr2_1	0.98	Sst Crhr2_1 (98.1%)	Sst Crh 4930553C11Rik  (100.0%)	2114	216.57	Fede	40	1218.3	434.7	578	1595.28		
1090	20190718_sample_1	20190718_slice_1	2019-07-18	Sample 1	mouse_TQLOA	2019-02-28	140	5	VIP+	6503	Vip	Vip Gpc3	0.81	Vip Gpc3 (80.6%), Vip Mybpc1_3 (6.9%), Vip C1ql1 (5.0%)	Vip Arhgap36 Hmcn1 (89.0%), Vip Gpc3 Slc18a3 (9.0%)	1877	90.83	Fede	25	1037.5	381.3	565.3	1560.228		
1091	20190718_sample_2	20190718_slice_2	2019-07-18	Sample 2	mouse_TQLOA	2019-02-28	140	6	VIP+	9839	CT	L6b Ror1	0.82	L6b Ror1 (82.4%), L6b Kcnip1 (16.9%)	L6b P2ry12 (100.0%)	2405	275.91	Fede	25	1352.8	490.5	522.3	1441.548	y	
1092	20190718_sample_3	20190718_slice_3	2019-07-18	Sample 3	mouse_TQLOA	2019-02-28	140	6	VIP+	10278	CT	L6b Kcnip1	0.95	L6b Kcnip1 (95.0%)	L6b Hsd17b2 (62.0%), L6b P2ry12 (37.0%)	2397	329	Fede	25	1472.4	537.9	574.9	1586.724	y	
1093	20190718_sample_4	20190718_slice_4	2019-07-18	Sample 4	mouse_TQLOA	2019-02-28	140	5	VIP+	7887	Vip	Vip C1ql1	0.97	Vip C1ql1 (97.3%)	Vip Pygm C1ql1 (98.0%)	2177	155.24	Fede	25	1117.5	401.8	533	1471.08		
1094	20190718_sample_5	20190718_slice_5	2019-07-18	Sample 5	mouse_TQLOA	2019-02-28	140	5	VIP+	6396	Vip	Vip Gpc3	0.88	Vip Gpc3 (87.7%), Vip Chat_1 (11.7%)	Vip Gpc3 Slc18a3 (96.0%)	1864	141.1	Fede	25	1102.7	408.4	619.8	1710.648	y	
1095	20190718_sample_6	20190718_slice_6	2019-07-18	Sample 6	mouse_TQLOA	2019-02-28	140	1	VIP+	6385	Vip	Vip Mybpc1_2	0.81	Vip Mybpc1_2 (81.1%), Vip Chat_2 (9.0%), Vip Sncg (6.0%)	Vip Crispld2 Htr2c (53.0%), Vip Rspo1 Itga4 (47.0%)	2160	122.45	Fede	25	97.1	34.1	565.9	1561.884		
1096	20190718_sample_7	20190718_slice_7	2019-07-18	Sample 7	mouse_TQLOA	2019-02-28	140	6	VIP+	7665	Vip	Vip Serpinf1_2	0.99	Vip Serpinf1_2 (98.7%)	Serpinf1 Clrn1 (100.0%)	2122	196.2	Fede	25	1283.8	464.2	548.7	1514.412		
1097	20190718_sample_8	20190718_slice_8	2019-07-18	Sample 8	mouse_TQLOA	2019-02-28	140	5	VIP+	7148	Vip	Vip Chat_1	0.87	Vip Chat_1 (86.6%), Vip Mybpc1_3 (11.7%)	Vip Ptprt Pkp2 (100.0%)	2030	171.32	Fede	25	426.6	152.8	541.4	1494.264	y	
1098	20190718_sample_9	20190718_slice_9	2019-07-18	Sample 9	mouse_TQLOA	2019-02-28	140	6	VIP+	6335	Vip	Vip Mybpc1_3	0.97	Vip Mybpc1_3 (96.9%)	Vip Lect1 Oxtr (92.0%), Vip Igfbp4 Mab21l1 (8.0%)	1757	125.83	Fede	25	1420.2	525.7	550.7	1519.932	y	
1099	20190719_sample_1	20190719_slice_1	2019-07-19	Sample 1	mouse_ZNFEK	2019-05-30	50	6	SLC17a8+	7418	CT	L6 CT Cpa6	0.99	L6 CT Cpa6 (98.6%)	L6 CT ALM Cpa6 (89.0%), L6 CT VISp Krt80 Sla (5.0%), L6 CT VISp Ctxn3 Brinp3 (4.0%)	2216	525.75	Fede	30	1411.6	508.3	587.3	1620.948	y	
1100	20190719_sample_2	20190719_slice_1	2019-07-19	Sample 2	mouse_ZNFEK	2019-05-30	50	5	SLC17a8+	5201	IT	L4/5 IT_1	0.85	L4/5 IT_1 (85.4%), L4/5 IT_2 (11.7%)	L4 IT VISp Rspo1 (100.0%)	2587	96.51	Fede	15	492.2	178.6	587.3	1620.948	y	
1101	20190719_sample_4	20190719_slice_2	2019-07-19	Sample 4	mouse_ZNFEK	2019-05-30	50	5	SLC17a8+	6844	IT	L4/5 IT_1	0.9	L4/5 IT_1 (90.1%), L4/5 IT_2 (9.7%)	L4 IT VISp Rspo1 (94.0%), L5 IT ALM Pld5 (6.0%)	2188	174.85	Fede	25	484.1	178.2	581.7	1605.492		
1102	20190719_sample_5	20190719_slice_3	2019-07-19	Sample 5	mouse_ZNFEK	2019-05-30	50	5	SLC17a8+	7961	IT	L4/5 IT_2	0.92	L4/5 IT_2 (92.0%), L5 IT_1 (4.7%)	L5 IT ALM Cbln4 Fezf2 (41.0%), L4 IT VISp Rspo1 (40.0%), L5 IT ALM Lypd1 Gpr88 (12.0%)	2001	318.83	Fede	22	579.4	214.4	559.1	1543.116	y	
1103	20190719_sample_6	20190719_slice_4	2019-07-19	Sample 6	mouse_ZNFEK	2019-05-30	50	5	SLC17a8+	8210	IT	L5 IT_3	0.91	L5 IT_3 (91.3%), L5 IT_1 (8.0%)	L5 IT VISp Col27a1 (99.0%)	1983	256.35	Fede	20	1120.6	405.9	532.8	1470.528	y	
1104	20190719_sample_9	20190719_slice_7	2019-07-19	Sample 9	mouse_ZNFEK	2019-05-30	50	5	SLC17a8+	5524	IT	L4/5 IT_1	0.61	L4/5 IT_1 (60.7%), L4/5 IT_2 (37.7%)	L4 IT VISp Rspo1 (100.0%)	1736	195.9	Fede	10	406.6	147.7	605.2	1670.352	y	
1105	20190719_sample_10	20190719_slice_8	2019-07-19	Sample 10	mouse_ZNFEK	2019-05-30	50	5	SLC17a8+	8960	IT	L5 IT_1	0.76	L5 IT_1 (76.3%), L4/5 IT_2 (19.6%)	L5 IT ALM Cbln4 Fezf2 (79.0%), L5 IT ALM Lypd1 Gpr88 (15.0%), L5 IT VISp Hsd11b1 Endou (2.0%)	1581	402.05	Fede	12	704.3	257.5	583.5	1610.46	y	
1106	20190722_sample_1	20190722_slice_1	2019-07-22	Sample 1	mouse_DMKCA	2019-05-22	61	6	VIAAT+	9151	CT	L6b Shisa6_2	0.99	L6b Shisa6_2 (99.3%)	L6b VISp Mup5 (100.0%)	2423	187.58	Fede	15	1273.6	462.8	512.7	1415.052	y	
1107	20190722_sample_6	20190722_slice_6	2019-07-22	Sample 6	mouse_DMKCA	2019-05-22	61	6	VIAAT+	7090	CT	L6b Shisa6_2	0.61	L6b Shisa6_2 (61.4%), L6b Shisa6_1 (33.7%)	L6b VISp Mup5 (85.0%), L6b ALM Olfr111 Spon1 (14.0%)	2142	221.22	Fede	15	1260.3	454.9	492.1	1358.196	y	
1108	20190722_sample_7	20190722_slice_7	2019-07-22	Sample 7	mouse_DMKCA	2019-05-22	61	6	VIAAT+	2218	low quality					1531	66.47	Fede	15	1168	423.7	467.6	1290.576	y	
1109	20190722_sample_8	20190722_slice_8	2019-07-22	Sample 8	mouse_DMKCA	2019-05-22	61	6	VIAAT+	1810	low quality					1616	74	Fede	15	1331.8	483.6	536.6	1481.016		
1110	20190724_sample_1	20190724_slice_1	2019-07-24	Sample 1	mouse_FRXJE	2019-06-04	50	5	VIP+	4970	Vip	Vip Serpinf1_1	0.86	Vip Serpinf1_1 (86.4%), Vip Chat_1 (8.3%), Vip Mybpc1_1 (1.4%)	Vip Lmo1 Fam159b (98.0%)	1949	160.85	Fede	25	1109.8	415.7	549.7	1517.172		
1111	20190724_sample_2	20190724_slice_2	2019-07-24	Sample 2	mouse_FRXJE	2019-06-04	50	6	VIP+	5945	CT	L6 CT Pou3f2	0.86	L6 CT Pou3f2 (86.0%), L6 CT Cpa6 (7.3%), L6 CT Kit_1 (3.4%)	L6 CT ALM Nxph2 Sla (91.0%), L6 CT ALM Cpa6 (8.0%)	1577	144.03	Fede	25	1344	484.7	543.2	1499.232	y	
1112	20190724_sample_4	20190724_slice_4	2019-07-24	Sample 4	mouse_FRXJE	2019-06-04	50	5	VIP+	5242	Vip	Vip Gpc3	1	Vip Gpc3 (99.7%)	Vip Arhgap36 Hmcn1 (90.0%), Vip Gpc3 Slc18a3 (10.0%)	1750	181.47	Fede	25	758.5	275	551.8	1522.968		
1113	20190724_sample_5	20190724_slice_5	2019-07-24	Sample 5	mouse_FRXJE	2019-06-04	50	5	VIP+	4781	Vip	Vip Mybpc1_2	1	Vip Mybpc1_2 (99.7%)	Vip Crispld2 Htr2c (98.0%)	1745	137.56	Fede	25	250.8	88.6	589.6	1627.296		
1114	20190724_sample_6	20190724_slice_6	2019-07-24	Sample 6	mouse_FRXJE	2019-06-04	50	5	VIP+	4562	IT	L5 IT_1	0.89	L5 IT_1 (89.1%), L4/5 IT_2 (4.9%), L5 IT_2 (2.4%)	L5 IT VISp Batf3 (90.0%), L5 IT VISp Hsd11b1 Endou (5.0%)	1502	92.69	Fede	25	968.9	350.2	608.1	1678.356		
1115	20190724_sample_9	20190724_slice_9	2019-07-24	Sample 9	mouse_FRXJE	2019-06-04	50	5	VIP+	5416	Vip	Vip Htr1f	0.52	Vip Htr1f (52.3%), Vip Mybpc1_2 (19.0%), Vip C1ql1 (13.6%)	Vip Pygm C1ql1 (36.0%), Vip Chat Htr1f (33.0%), Vip Rspo4 Rxfp1 Chat (28.0%)	1829	89.93	Fede	25	260.3	95.8	506	1396.56		
1116	20190724_sample_10	20190724_slice_10	2019-07-24	Sample 10	mouse_WJLBM	2019-06-04	50	5	VIP+	2528	Vip	Vip Gpc3	0.36	Vip Gpc3 (36.4%), Vip Mybpc1_2 (26.3%), Vip Mybpc1_1 (8.4%)	Vip Gpc3 Slc18a3 (96.0%)	1540	57.18	Fede	25	1204.2	437	575.6	1588.656		
1117	20190724_sample_12	20190724_slice_12	2019-07-24	Sample 12	mouse_WJLBM	2019-06-04	50	5	VIP+	3417	Vip	Vip Htr1f	0.38	Vip Htr1f (37.9%), Vip Sncg (32.6%), Vip Mybpc1_2 (16.3%)	Vip Chat Htr1f (56.0%), Vip Crispld2 Htr2c (30.0%), Vip Col15a1 Pde1a (7.0%)	1610	66.76	Fede	25	507.9	184.2	507.8	1401.528		
1118	20190724_sample_16	20190724_slice_16	2019-07-24	Sample 16	mouse_WJLBM	2019-06-04	50	6	VIP+	1813	low quality					1626	52.66	Fede	25	1482	542.3	560.2	1546.152		
1119	20190725_sample_1	20190725_slice_1	2019-07-25	Sample 1	mouse_HBTAE	2019-06-04	51	5	VIP+	5528	Vip	Vip Sncg	0.99	Vip Sncg (98.9%)	Vip Col15a1 Pde1a (100.0%)	2409	194.32	Fede	20	1078.1	399.3	513.6	1417.536		
1120	20190725_sample_3	20190725_slice_3	2019-07-25	Sample 3	mouse_HBTAE	2019-06-04	51	6	VIP+	5104	Vip	Vip Serpinf1_1	0.54	Vip Serpinf1_1 (54.4%), Vip Serpinf1_2 (43.7%)	Serpinf1 Clrn1 (55.0%), Vip Lmo1 Fam159b (26.0%), Serpinf1 Aqp5 Vip (19.0%)	2314	141.66	Fede	23	1290.5	469.9	530.5	1464.18		
1121	20190725_sample_4	20190725_slice_4	2019-07-25	Sample 4	mouse_HBTAE	2019-06-04	51	6	VIP+	4637	Sst	Sst Crhr2_1	0.87	Sst Crhr2_1 (86.6%), Sst Crhr2_2 (11.1%)	Sst Crhr2 Efemp1 (92.0%), Sst Crh 4930553C11Rik  (8.0%)	2198	105.05	Fede	25	1260.2	453.2	527.3	1455.348		
1122	20190725_sample_5	20190725_slice_5	2019-07-25	Sample 5	mouse_HBTAE	2019-06-04	51	6	VIP+	6518	CT	L6b Ror1	0.69	L6b Ror1 (68.9%), L6b Shisa6_2 (29.4%)	L6b VISp Crh (99.0%)	2452	186.21	Fede	30	1342.6	491.5	522.7	1442.652	y	
1123	20190725_sample_6	20190725_slice_6	2019-07-25	Sample 6	mouse_HBTAE	2019-06-04	51	5	VIP+	4078	Vip	Vip Gpc3	0.95	Vip Gpc3 (95.4%)	Vip Arhgap36 Hmcn1 (99.0%)	2177	69.16	Fede	21	937.7	339.7	563.4	1554.984	y	
1124	20190725_sample_7	20190725_slice_7	2019-07-25	Sample 7	mouse_HBTAE	2019-06-04	51	5	VIP+	6090	Vip	Vip Serpinf1_1	0.69	Vip Serpinf1_1 (68.7%), Vip Serpinf1_2 (28.1%)	Vip Lmo1 Fam159b (54.0%), Serpinf1 Aqp5 Vip (41.0%)	2019	148.49	Fede	20	1327	473.4	570.3	1574.028		
1125	20190725_sample_8	20190725_slice_8	2019-07-25	Sample 8	mouse_HBTAE	2019-06-04	51	5	VIP+	4687	Vip	Vip Serpinf1_2	0.8	Vip Serpinf1_2 (80.1%), Vip Serpinf1_1 (19.7%)	Serpinf1 Clrn1 (92.0%), Serpinf1 Aqp5 Vip (5.0%)	1887	103.81	Fede	25	958.4	345.4	548.4	1513.584		
1126	20190725_sample_9	20190725_slice_9	2019-07-25	Sample 9	mouse_HBTAE	2019-06-04	51	2/3	VIP+	3672	Vip	Vip Sncg	0.96	Vip Sncg (95.9%)	Vip Col15a1 Pde1a (100.0%)	1589	63.41	Fede	23	144.5	55.3	577.3	1593.348		
1127	20190725_sample_10	20190725_slice_10	2019-07-25	Sample 10	mouse_HBTAE	2019-06-04	51	5	VIP+	2020	low quality					1522	62.97	Fede	20	875.2	315.3	501.5	1384.14		
1128	20190726_sample_1	20190726_slice_1	2019-07-26	Sample 1	mouse_IQIKO	2019-03-29	119	2/3	VIAAT+	3366	Lamp5	Lamp5 Slc35d3	0.8	Lamp5 Slc35d3 (80.4%), Lamp5 Pdlim5_2 (12.6%), Lamp5 Lhx6 (4.6%)	Lamp5 Lsp1 (99.0%)	1519	186.08	Fede	40	375.4	139.7	565.3	1560.228		
1129	20190726_sample_2	20190726_slice_2	2019-07-26	Sample 2	mouse_IQIKO	2019-03-29	119	5	VIAAT+	7759	Pvalb	Pvalb Calb1_2	0.42	Pvalb Calb1_2 (41.6%), Pvalb Gpr149 (28.9%), Pvalb Kank4 (17.6%)	Pvalb Sema3e Kank4 (99.0%)	2315	246.37	Fede	35	666.4	240.6	556.9	1537.044		
1130	20190726_sample_3	20190726_slice_3	2019-07-26	Sample 3	mouse_IQIKO	2019-03-29	119	5	VIAAT+	5082	Lamp5	Lamp5 Slc35d3	0.96	Lamp5 Slc35d3 (95.9%)	Lamp5 Lsp1 (100.0%)	1760	182.88	Fede	36	472.1	171.5	534.9	1476.324		
1131	20190726_sample_4	20190726_slice_4	2019-07-26	Sample 4	mouse_IQIKO	2019-03-29	119	2/3	VIAAT+	4555	IT	L4/5 IT_1	0.9	L4/5 IT_1 (90.0%), L4/5 IT_2 (5.0%)	L4 IT VISp Rspo1 (100.0%)	1661	147.72	Fede	12	528	193.2	544	1501.44	y	
1132	20190726_sample_5	20190726_slice_5	2019-07-26	Sample 5	mouse_IQIKO	2019-03-29	119	2/3	VIAAT+	3811	Lamp5	Lamp5 Slc35d3	0.85	Lamp5 Slc35d3 (85.0%), Lamp5 Pdlim5_2 (12.7%)	Lamp5 Lsp1 (94.0%), Lamp5 Plch2 Dock5 (5.0%)	1638	72.47	Fede	38	212.4	77.4	545.7	1506.132		
1133	20190726_sample_6	20190726_slice_6	2019-07-26	Sample 6	mouse_IQIKO	2019-03-29	119	5	VIAAT+	5356	Sst	Sst Etv1	0.62	Sst Etv1 (62.3%), Sst Myh8_1 (36.6%)	Sst Myh8 Etv1  (76.0%), Sst Chrna2 Glra3 (23.0%)	1692	106.06	Fede	35	757.8	282	568.2	1568.232		
1134	20190726_sample_7	20190726_slice_7	2019-07-26	Sample 7	mouse_IQIKO	2019-03-29	119	2/3	VIAAT+	4574	Lamp5	Lamp5 Slc35d3	0.78	Lamp5 Slc35d3 (78.4%), Lamp5 Pdlim5_2 (20.7%)	Lamp5 Lsp1 (96.0%)	1552	125.31	Fede	40	660	239.9	570.6	1574.856		
1135	20190729_sample_2	20190729_slice_2	2019-07-29	Sample 2	mouse_XFWCQ	2019-05-26	64	6	SST+	7102	Sst	Sst Th_1	0.81	Sst Th_1 (80.9%), Sst Tac2 (7.1%), Sst Th_3 (5.3%)	Sst Tac2 Tacstd2 (57.0%), Sst Rxfp1 Prdm8 (23.0%), Sst Nts (10.0%)	2173	209.71	Fede	45	993.5	359.3	509.4	1405.944	y	
1136	20190729_sample_3	20190729_slice_3	2019-07-29	Sample 3	mouse_XFWCQ	2019-05-26	64	5	SST+	6667	Sst	Sst Hpse	0.91	Sst Hpse (91.1%), Sst Calb2 (8.6%)	Sst Hpse Cbln4 (100.0%)	1785	241.35	Fede	37	446	265.9	602.5	1662.9	y	
1137	20190729_sample_5	20190729_slice_5	2019-07-29	Sample 5	mouse_XFWCQ	2019-05-26	64	6	SST+	4917	Pvalb	Pvalb Calb1_1	0.52	Pvalb Calb1_1 (51.9%), Sst Th_3 (16.9%), Sst Crhr2_1 (10.7%)	Sst Nts (61.0%), Pvalb Th Sst (37.0%)	1629	156.06	Fede	66	1377.4	506.7	528.9	1459.764	y	
1138	20190730_sample_1	20190730_slice_1	2019-07-30	Sample 1	mouse_ELRNU	2019-06-04	56	2/3	VIP+	6741	Vip	Vip Mybpc1_3	0.95	Vip Mybpc1_3 (94.7%), Vip Mybpc1_2 (4.4%)	Vip Lect1 Oxtr (100.0%)	1905	251.2	Fede	13	230.9	82.4	577.2	1593.072		
1139	20190730_sample_2	20190730_slice_2	2019-07-30	Sample 2	mouse_ELRNU	2019-06-04	56	6	VIP+	9237	Vip	Vip Gpc3	1	Vip Gpc3 (99.7%)	Vip Arhgap36 Hmcn1 (87.0%), Vip Gpc3 Slc18a3 (13.0%)	1901	236.45	Fede	22	1373	500.3	583.9	1611.564		
1140	20190730_sample_5	20190730_slice_5	2019-07-30	Sample 5	mouse_ELRNU	2019-06-04	56	5	VIP+	3060	Vip	Vip C1ql1	0.54	Vip C1ql1 (54.1%), Vip Mybpc1_2 (13.6%), Vip Gpc3 (12.1%)	Vip Igfbp4 Mab21l1 (83.0%), Vip Pygm C1ql1 (17.0%)	1820	40.62	Fede	25	1160.1	423	505.7	1395.732		
1141	20190730_sample_6	20190730_slice_6	2019-07-30	Sample 6	mouse_ELRNU	2019-06-04	56	1	VIP+	4301	Vip	Vip Mybpc1_2	0.76	Vip Mybpc1_2 (75.6%), Vip Sncg (22.1%)	Vip Crispld2 Htr2c (100.0%)	1657	51.98	Fede	25	96.4	35.3	535.3	1477.428		
1142	20190730_sample_7	20190730_slice_7	2019-07-30	Sample 7	mouse_ELRNU	2019-06-04	56	6	VIP+	3558	Vip	Vip Gpc3	0.61	Vip Gpc3 (60.9%), Vip Serpinf1_1 (17.1%), Vip Chat_1 (10.0%)	Vip Gpc3 Slc18a3 (67.0%), Vip Lmo1 Fam159b (18.0%), Vip Ptprt Pkp2 (11.0%)	1609	94.66	Fede	22	1118.4	423	492.9	1360.404	y	
1143	20190730_sample_9	20190730_slice_9	2019-07-30	Sample 9	mouse_ELRNU	2019-06-04	56	6	VIP-	2126	Lamp5	Lamp5 Lhx6	0.52	Lamp5 Lhx6 (52.1%), Lamp5 Slc35d3 (27.3%), Lamp5 Pdlim5_2 (12.7%)	Lamp5 Lhx6 (99.0%)	1558	69.69	Fede	42	1345.2	495.2	537.1	1482.396	y	
1144	20190731_sample_1	20190731_slice_1	2019-07-31	Sample 1	mouse_XKIBL	2019-06-16	45	5	VIPR2+	6970	Pvalb	Pvalb Calb1_2	0.58	Pvalb Calb1_2 (58.0%), Pvalb Reln (22.6%), Pvalb Il1rapl2 (8.0%)	Pvalb Reln Tac1 (98.0%)	2132	297.1	Fede	23	706.8	251.3	607.8	1677.528	y	
1145	20190731_sample_2	20190731_slice_2	2019-07-31	Sample 2	mouse_XKIBL	2019-06-16	45	5	VIPR2+	3867	Lamp5	Lamp5 Slc35d3	0.96	Lamp5 Slc35d3 (96.4%)	Lamp5 Lsp1 (100.0%)	1885	109.96	Fede	25	1040.1	370.6	543.1	1498.956		
1146	20190731_sample_3	20190731_slice_3	2019-07-31	Sample 3	mouse_XKIBL	2019-06-16	45	5	VIPR2+	1833	low quality					1559	79.13	Fede	40	1068.5	389.5	546.3	1507.788		
1147	20190731_sample_4	20190731_slice_4	2019-07-31	Sample 4	mouse_XKIBL	2019-06-16	45	5	VIPR2+	3894	Vip	Vip Chat_1	0.64	Vip Chat_1 (63.7%), Vip Mybpc1_1 (25.0%), Vip Htr1f (4.9%)	Vip Lmo1 Fam159b (70.0%), Vip Ptprt Pkp2 (26.0%)	1856	118.64	Fede	20	1210.3	435.9	516.1	1424.436		
1148	20190731_sample_5	20190731_slice_5	2019-07-31	Sample 5	mouse_XKIBL	2019-06-16	45	5	VIPR2+	5936	Pvalb	Pvalb Il1rapl2	0.9	Pvalb Il1rapl2 (89.7%), Pvalb Gpr149 (8.6%)	Pvalb Tpbg (98.0%)	1941	196.57	Fede	29	428.8	156.6	523.4	1444.584	y	
1149	20190731_sample_6	20190731_slice_6	2019-07-31	Sample 6	mouse_XKIBL	2019-06-16	45	2/3	VIPR2+	742	low quality					1719	66.34	Fede	31	274.5	97.4	510.3	1408.428		
1150	20190731_sample_8	20190731_slice_8	2019-07-31	Sample 8	mouse_XKIBL	2019-06-16	45	5	VIPR2+	7281	Pvalb	Pvalb Il1rapl2	0.93	Pvalb Il1rapl2 (93.0%), Pvalb Reln (4.7%)	Pvalb Tpbg (90.0%), Pvalb Reln Itm2a (10.0%)	2053	162.65	Fede	29	589.5	217.1	583.2	1609.632		
1151	20190801_sample_1	20190801_slice_1	2019-08-01	Sample 1	mouse_CCAHV	2019-05-19	74	5	SST-	5901	IT	L4/5 IT_2	0.94	L4/5 IT_2 (94.1%), L4/5 IT_1 (5.7%)	L4 IT VISp Rspo1 (88.0%), L5 IT ALM Lypd1 Gpr88 (10.0%)	2076	142.84	Fede	15	524.5	181.8	510.3	1408.428	y	
1152	20190801_sample_2	20190801_slice_2	2019-08-01	Sample 2	mouse_CCAHV	2019-05-19	74	6	SST+	3011	Sst	Sst Th_3	0.85	Sst Th_3 (85.0%), Sst Th_2 (5.0%), Sst Myh8_1 (2.7%)	Sst Nts (100.0%)	2219	44.43	Fede	25	1484.5	546.1	565.3	1560.228		
1153	20190801_sample_3	20190801_slice_3	2019-08-01	Sample 3	mouse_CCAHV	2019-05-19	74	5	SST+	5521	Sst	Sst C1ql3_1	0.65	Sst C1ql3_1 (64.9%), Sst C1ql3_2 (34.9%)	Sst Rxfp1 Eya1 (100.0%)	2094	106.11	Fede	47	591.4	207.8	496.7	1370.892		
1154	20190801_sample_4	20190801_slice_4	2019-08-01	Sample 4	mouse_CCAHV	2019-05-19	74	5	SST+	3314	Sst	Sst Myh8_3	0.35	Sst Myh8_3 (35.0%), Sst Htr1a (26.4%), Sst Myh8_1 (15.1%)	Sst Hpse Sema3c (72.0%), Sst Chrna2 Glra3 (7.0%), Sst Rxfp1 Eya1 (5.0%)	1608	73.62	Fede	45	821	291.6	501.5	1384.14		
1155	20190801_sample_7	20190801_slice_7	2019-08-01	Sample 7	mouse_CCAHV	2019-05-19	74	6	SST+	10041	Sst	Sst Th_3	0.93	Sst Th_3 (92.9%), Pvalb Gabrg1 (3.7%)	Sst Nts (100.0%)	1992	293.79	Fede	45	Slice Lost			0		
1156	20190801_sample_8	20190801_slice_8	2019-08-01	Sample 8	mouse_CCAHV	2019-05-19	74	5	SST+	1178	low quality					1575	49.87	Fede	30	766.2	277.1	487.5	1345.5		
1157	20190820_sample_1	20190820_slice_1	2019-08-20	Sample 1	mouse_HKIEN	2019-06-16	65	5	SST+	7479	Sst	Sst Myh8_3	0.61	Sst Myh8_3 (61.3%), Sst Crhr2_1 (17.0%), Sst Crhr2_2 (10.3%)	Sst Tac2 Myh4 (55.0%), Sst Crhr2 Efemp1 (45.0%)	1652	352.09	Fede	45	825.3	302.4	569.3	1571.268		
1158	20190820_sample_2	20190820_slice_2	2019-08-20	Sample 2	mouse_HKIEN	2019-06-16	65	6	SST-	7243	CT	L6 CT Cpa6	0.64	L6 CT Cpa6 (64.4%), L6 CT Pou3f2 (16.0%), L6 CT Grp (15.9%)	L6 CT ALM Cpa6 (94.0%), L6 CT VISp Ctxn3 Sla (4.0%)	1854	160.68	Fede	11	1435.9	526.3	616	1700.16	y	
1159	20190820_sample_3	20190820_slice_3	2019-08-20	Sample 3	mouse_HKIEN	2019-06-16	65	5	SST+	9180	Pvalb	Pvalb Calb1_1	0.76	Pvalb Calb1_1 (75.6%), Pvalb Kank4 (13.4%), Sst Crhr2_1 (6.6%)	Sst Mme Fam114a1 (74.0%), Pvalb Sema3e Kank4 (23.0%)	2437	196.16	Fede	45	1045.6	382.1	608.7	1680.012	y	
1160	20190820_sample_5	20190820_slice_5	2019-08-20	Sample 5	mouse_HKIEN	2019-06-16	65	5	SST+	5107	Sst	Sst Myh8_1	0.71	Sst Myh8_1 (70.7%), Sst Myh8_2 (28.7%)	Sst Chrna2 Ptgdr (53.0%), Sst Chrna2 Glra3 (47.0%)	1869	110.94	Fede	47	809.6	287.9	626.5	1729.14		
1161	20190820_sample_6	20190820_slice_6	2019-08-20	Sample 6	mouse_HKIEN	2019-06-16	65	6	SST-	6093	CT	L6 CT Cpa6	0.67	L6 CT Cpa6 (67.3%), L6b Col6a1 (28.9%)	L6 CT ALM Cpa6 (82.0%), L6 CT VISp Krt80 Sla (15.0%)	2139	137.1	Fede	20	1227.7	447.4	509.3	1405.668	y	
1162	20190821_sample_1	20190821_slice_1	2019-08-21	Sample 1	mouse_CUEES	2019-06-22	60	5	SLC17a8+	5120	IT	L5 IT_1	0.73	L5 IT_1 (73.0%), L6 CT Pou3f2 (6.3%), L6 CT Grp (5.3%)	L5 IT VISp Batf3 (100.0%)	1938	123.85	Fede	22	649.9	241.9	558	1540.08		
1163	20190821_sample_2	20190821_slice_2	2019-08-21	Sample 2	mouse_CUEES	2019-06-22	60	5	SLC17a8+	3676	IT	L4/5 IT_1	0.86	L4/5 IT_1 (86.1%), L4/5 IT_2 (3.7%), L6 IT Car3 (2.4%)	L4 IT VISp Rspo1 (98.0%)	2018	63	Fede	24	595.8	218.2	589.9	1628.124	y	
1164	20190821_sample_3	20190821_slice_3	2019-08-21	Sample 3	mouse_CUEES	2019-06-22	60	5	SLC17a8+	3720	CT	L6 CT Cpa6	0.63	L6 CT Cpa6 (62.9%), L6 CT Pou3f2 (18.0%), L6 CT Grp (8.0%)	L6 CT ALM Cpa6 (67.0%), L6 CT VISp Ctxn3 Brinp3 (25.0%), L6 CT ALM Nxph2 Sla (4.0%)	1845	64.77	Fede	15	1380.5	501.8	564.8	1558.848	y	
1165	20190821_sample_4	20190821_slice_4	2019-08-21	Sample 4	mouse_CUEES	2019-06-22	60	5	SLC17a8+	5821	IT	L4/5 IT_1	0.87	L4/5 IT_1 (86.6%), L4/5 IT_2 (11.6%)	L4 IT VISp Rspo1 (100.0%)	2188	121.19	Fede	15	470.9	163.2	627.4	1731.624		
